id,text,category,subcategory,safety_score,feasibility_score,utility_score,risk_level,tags,dialect
exp_p090,2岁以下不建议自行使用止咳镇静类复方感冒药；必要用药应遵医嘱,育儿,病护应对,98,83,92,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",川渝
exp_p091,接种当天注意观察精神和进食，避免剧烈运动；若有既往严重过敏史需提前告知接种医生,育儿,疫苗保健,99,90,90,safe,"['疫苗', '观察', '不良反应', '就医']",川渝
exp_p092,按免疫规划按时接种疫苗可显著降低多种传染病风险；接种后局部红肿或低热多为常见反应，出现高热、持续哭闹或过敏表现应就医,育儿,疫苗保健,99,83,93,safe,"['疫苗', '观察', '不良反应', '就医']",普通话
exp_p093,孩子发热先用体温计测量，重点保证补液和休息；不建议酒精擦浴。若精神差、持续高热或伴抽搐、呼吸困难应及时就医,育儿,病护应对,99,91,97,safe,"['发热护理', '就医', '安全用药', '8月']",普通话
exp_p094,5个月左右添加辅食时先从含铁米粉/肉泥等富铁食物开始，每次只加一种新食物并观察2-3天再更换,育儿,饮食健康,96,91,89,safe,"['喂养', '5月', '辅食', '营养']",普通话
exp_p095,语言发展训练以高频互动为主：看见什么就描述什么、等孩子回应，再扩展一句话，效果比单纯背词更好,育儿,知识启蒙,96,82,91,safe,"['发育', '互动', '习惯', '10月']",普通话
exp_p096,按免疫规划按时接种疫苗可显著降低多种传染病风险；接种后局部红肿或低热多为常见反应，出现高热、持续哭闹或过敏表现应就医,育儿,疫苗保健,100,89,94,safe,"['疫苗', '观察', '不良反应', '就医']",普通话
exp_p097,1岁以内不建议添加盐和糖，避免形成重口味；蜂蜜也不建议给1岁以内婴儿食用以防肉毒风险,育儿,饮食健康,95,94,94,safe,"['喂养', '36月', '辅食', '营养']",普通话
exp_p098,乘车必须使用符合身高体重的儿童安全座椅，且后向安装更能保护颈部，安全性明显高于抱着,育儿,安全防护,100,87,100,safe,"['安全', '防误食', '防溺水', '急救']",普通话
exp_p099,添加辅食时若出现明显皮疹、呕吐、喘鸣等疑似过敏反应应停止该食物并就医评估，后续在医生指导下再尝试,育儿,饮食健康,97,84,95,safe,"['过敏', '辅食', '观察', '就医']",川渝
exp_p100,1岁以内不建议添加盐和糖，避免形成重口味；蜂蜜也不建议给1岁以内婴儿食用以防肉毒风险,育儿,饮食健康,97,88,95,safe,"['喂养', '10月', '辅食', '营养']",川渝
exp_p101,1岁以内不建议添加盐和糖，避免形成重口味；蜂蜜也不建议给1岁以内婴儿食用以防肉毒风险,育儿,饮食健康,94,85,99,safe,"['喂养', '4月', '辅食', '营养']",普通话+动作
exp_p102,家中药品、清洁剂应放在上锁高处，避免误食；一旦误食或可疑接触应立即联系中毒咨询/就医,育儿,安全防护,100,88,96,safe,"['安全', '防误食', '防溺水', '急救']",川渝
exp_p103,1岁以内不建议添加盐和糖，避免形成重口味；蜂蜜也不建议给1岁以内婴儿食用以防肉毒风险,育儿,饮食健康,96,91,95,safe,"['喂养', '36月', '辅食', '营养']",川渝
exp_p104,孩子发热先用体温计测量，重点保证补液和休息；不建议酒精擦浴。若精神差、持续高热或伴抽搐、呼吸困难应及时就医,育儿,病护应对,100,89,92,safe,"['发热护理', '就医', '安全用药', '18月']",普通话
exp_p105,2个月左右添加辅食时先从含铁米粉/肉泥等富铁食物开始，每次只加一种新食物并观察2-3天再更换,育儿,饮食健康,97,93,98,safe,"['喂养', '2月', '辅食', '营养']",普通话+动作
exp_p106,坚果、葡萄、香肠段等易噎食物要切碎或避免整颗给孩子吃，进食时保持坐姿并有人看护,育儿,饮食健康,96,82,89,safe,"['喂养', '4月', '辅食', '营养']",普通话+动作
exp_p107,1岁以内不建议添加盐和糖，避免形成重口味；蜂蜜也不建议给1岁以内婴儿食用以防肉毒风险,育儿,饮食健康,98,90,91,safe,"['喂养', '2月', '辅食', '营养']",普通话+动作
exp_p108,白天小睡不足或过度刺激都会让夜间更难入睡，适当减少睡前屏幕和剧烈活动,育儿,睡眠问题,98,91,97,safe,"['睡眠', '18月', '作息', '安全']",普通话
exp_p109,腹泻期间避免含糖饮料和高脂食物，少量多次进食更利于肠道恢复,育儿,病护应对,94,83,93,safe,"['腹泻', '补液', '脱水', '就医']",普通话
exp_p110,语言发展训练以高频互动为主：看见什么就描述什么、等孩子回应，再扩展一句话，效果比单纯背词更好,育儿,知识启蒙,94,88,89,safe,"['发育', '互动', '习惯', '48月']",川渝
exp_p111,白天小睡不足或过度刺激都会让夜间更难入睡，适当减少睡前屏幕和剧烈活动,育儿,睡眠问题,92,93,88,safe,"['睡眠', '6月', '作息', '安全']",普通话+动作
exp_p112,孩子发脾气时先保证安全并共情情绪，待平静后再讨论规则与替代行为，能减少升级为对抗,育儿,行为培养,92,91,96,safe,"['发育', '互动', '习惯', '5月']",普通话
exp_p113,洗澡或靠近水域时大人必须全程看护，哪怕水深很浅也可能发生溺水风险,育儿,安全防护,100,87,91,safe,"['安全', '防误食', '防溺水', '急救']",普通话+动作
exp_p114,洗澡或靠近水域时大人必须全程看护，哪怕水深很浅也可能发生溺水风险,育儿,安全防护,97,91,95,safe,"['安全', '防误食', '防溺水', '急救']",普通话
exp_p115,语言发展训练以高频互动为主：看见什么就描述什么、等孩子回应，再扩展一句话，效果比单纯背词更好,育儿,行为培养,93,94,87,safe,"['发育', '互动', '习惯', '48月']",普通话
exp_p116,宝宝睡前固定流程（洗澡-抚触-讲故事-关灯）更容易建立睡眠联想，夜醒时先轻拍安抚再观察是否真的饥饿,育儿,睡眠问题,97,95,92,safe,"['睡眠', '24月', '作息', '安全']",普通话
exp_p117,孩子发热先用体温计测量，重点保证补液和休息；不建议酒精擦浴。若精神差、持续高热或伴抽搐、呼吸困难应及时就医,育儿,病护应对,98,84,96,safe,"['发热护理', '就医', '安全用药', '5月']",川渝
exp_p118,婴儿安全睡眠建议仰卧、硬床垫、床内不放枕头被褥和毛绒玩具，可降低窒息风险,育儿,睡眠问题,95,89,89,safe,"['睡眠', '2月', '作息', '安全']",普通话
exp_p119,儿童咳嗽首先关注呼吸情况，保持室内通风和适宜湿度，避免二手烟；若喘憋、呼吸急促或持续>2周应就医评估,育儿,病护应对,98,83,91,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",川渝
exp_p120,鸡蛋、花生等过敏高风险食物可在可安全进食固体后少量引入并观察，但要避免整颗坚果等噎食风险,育儿,饮食健康,96,87,90,safe,"['过敏', '辅食', '观察', '就医']",川渝
exp_p121,婴儿安全睡眠建议仰卧、硬床垫、床内不放枕头被褥和毛绒玩具，可降低窒息风险,育儿,睡眠问题,95,88,97,safe,"['睡眠', '18月', '作息', '安全']",普通话
exp_p122,儿童咳嗽首先关注呼吸情况，保持室内通风和适宜湿度，避免二手烟；若喘憋、呼吸急促或持续>2周应就医评估,育儿,病护应对,92,89,89,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话+动作
exp_p123,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,93,89,94,safe,"['卫生', '洗手', '预防', '感染']",普通话
exp_p124,坚果、葡萄、香肠段等易噎食物要切碎或避免整颗给孩子吃，进食时保持坐姿并有人看护,育儿,饮食健康,94,87,99,safe,"['喂养', '12月', '辅食', '营养']",普通话
exp_p125,语言发展训练以高频互动为主：看见什么就描述什么、等孩子回应，再扩展一句话，效果比单纯背词更好,育儿,行为培养,97,92,90,safe,"['发育', '互动', '习惯', '60月']",普通话
exp_p126,孩子发热先用体温计测量，重点保证补液和休息；不建议酒精擦浴。若精神差、持续高热或伴抽搐、呼吸困难应及时就医,育儿,病护应对,100,82,89,safe,"['发热护理', '就医', '安全用药', '10月']",普通话
exp_p127,添加辅食时若出现明显皮疹、呕吐、喘鸣等疑似过敏反应应停止该食物并就医评估，后续在医生指导下再尝试,育儿,饮食健康,99,85,95,safe,"['过敏', '辅食', '观察', '就医']",普通话
exp_p128,语言发展训练以高频互动为主：看见什么就描述什么、等孩子回应，再扩展一句话，效果比单纯背词更好,育儿,知识启蒙,98,84,92,safe,"['发育', '互动', '习惯', '6月']",普通话
exp_p129,2岁以下不建议自行使用止咳镇静类复方感冒药；必要用药应遵医嘱,育儿,病护应对,92,88,93,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话
exp_p130,坚果、葡萄、香肠段等易噎食物要切碎或避免整颗给孩子吃，进食时保持坐姿并有人看护,育儿,饮食健康,99,82,97,safe,"['喂养', '1月', '辅食', '营养']",川渝
exp_p131,腹泻期间避免含糖饮料和高脂食物，少量多次进食更利于肠道恢复,育儿,病护应对,99,85,91,safe,"['腹泻', '补液', '脱水', '就医']",普通话
exp_p132,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,95,90,90,safe,"['卫生', '洗手', '预防', '感染']",普通话+动作
exp_p133,48个月左右添加辅食时先从含铁米粉/肉泥等富铁食物开始，每次只加一种新食物并观察2-3天再更换,育儿,饮食健康,92,92,89,safe,"['喂养', '48月', '辅食', '营养']",普通话+动作
exp_p134,坚果、葡萄、香肠段等易噎食物要切碎或避免整颗给孩子吃，进食时保持坐姿并有人看护,育儿,饮食健康,91,93,96,safe,"['喂养', '36月', '辅食', '营养']",普通话+动作
exp_p135,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,94,78,95,safe,"['腹泻', '补液', '脱水', '就医']",川渝
exp_p136,退热药需按体重和说明书/医嘱使用，避免同时使用多种含同成分感冒药，以免重复用药,育儿,病护应对,93,84,92,safe,"['发热护理', '就医', '安全用药', '24月']",川渝
exp_p137,接种当天注意观察精神和进食，避免剧烈运动；若有既往严重过敏史需提前告知接种医生,育儿,疫苗保健,98,81,96,safe,"['疫苗', '观察', '不良反应', '就医']",普通话
exp_p138,2岁以下不建议自行使用止咳镇静类复方感冒药；必要用药应遵医嘱,育儿,病护应对,93,80,94,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话
exp_p139,洗澡或靠近水域时大人必须全程看护，哪怕水深很浅也可能发生溺水风险,育儿,安全防护,98,80,99,safe,"['安全', '防误食', '防溺水', '急救']",普通话
exp_p140,添加辅食时若出现明显皮疹、呕吐、喘鸣等疑似过敏反应应停止该食物并就医评估，后续在医生指导下再尝试,育儿,饮食健康,98,87,86,safe,"['过敏', '辅食', '观察', '就医']",普通话
exp_p141,1岁以内不建议添加盐和糖，避免形成重口味；蜂蜜也不建议给1岁以内婴儿食用以防肉毒风险,育儿,饮食健康,92,91,95,safe,"['喂养', '5月', '辅食', '营养']",川渝
exp_p142,儿童咳嗽首先关注呼吸情况，保持室内通风和适宜湿度，避免二手烟；若喘憋、呼吸急促或持续>2周应就医评估,育儿,病护应对,95,84,96,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话+动作
exp_p143,宝宝睡前固定流程（洗澡-抚触-讲故事-关灯）更容易建立睡眠联想，夜醒时先轻拍安抚再观察是否真的饥饿,育儿,睡眠问题,92,90,91,safe,"['睡眠', '24月', '作息', '安全']",川渝
exp_p144,家中药品、清洁剂应放在上锁高处，避免误食；一旦误食或可疑接触应立即联系中毒咨询/就医,育儿,安全防护,100,85,90,safe,"['安全', '防误食', '防溺水', '急救']",普通话+动作
exp_p145,添加辅食时若出现明显皮疹、呕吐、喘鸣等疑似过敏反应应停止该食物并就医评估，后续在医生指导下再尝试,育儿,饮食健康,94,87,95,safe,"['过敏', '辅食', '观察', '就医']",普通话
exp_p146,3个月左右添加辅食时先从含铁米粉/肉泥等富铁食物开始，每次只加一种新食物并观察2-3天再更换,育儿,饮食健康,97,85,98,safe,"['喂养', '3月', '辅食', '营养']",川渝
exp_p147,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,95,88,95,safe,"['腹泻', '补液', '脱水', '就医']",普通话+动作
exp_p148,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,97,90,84,safe,"['卫生', '洗手', '预防', '感染']",普通话
exp_p149,家中药品、清洁剂应放在上锁高处，避免误食；一旦误食或可疑接触应立即联系中毒咨询/就医,育儿,安全防护,95,90,99,safe,"['安全', '防误食', '防溺水', '急救']",普通话
exp_p150,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,93,90,94,safe,"['腹泻', '补液', '脱水', '就医']",川渝
exp_p151,宝宝睡前固定流程（洗澡-抚触-讲故事-关灯）更容易建立睡眠联想，夜醒时先轻拍安抚再观察是否真的饥饿,育儿,睡眠问题,92,87,91,safe,"['睡眠', '60月', '作息', '安全']",川渝
exp_p152,接种当天注意观察精神和进食，避免剧烈运动；若有既往严重过敏史需提前告知接种医生,育儿,疫苗保健,99,85,96,safe,"['疫苗', '观察', '不良反应', '就医']",普通话
exp_p153,2岁以下不建议自行使用止咳镇静类复方感冒药；必要用药应遵医嘱,育儿,病护应对,97,78,88,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",川渝
exp_p154,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,99,96,94,safe,"['卫生', '洗手', '预防', '感染']",普通话
exp_p155,鸡蛋、花生等过敏高风险食物可在可安全进食固体后少量引入并观察，但要避免整颗坚果等噎食风险,育儿,饮食健康,97,84,92,safe,"['过敏', '辅食', '观察', '就医']",川渝
exp_p156,1岁以内不建议添加盐和糖，避免形成重口味；蜂蜜也不建议给1岁以内婴儿食用以防肉毒风险,育儿,饮食健康,94,90,89,safe,"['喂养', '12月', '辅食', '营养']",普通话+动作
exp_p157,按免疫规划按时接种疫苗可显著降低多种传染病风险；接种后局部红肿或低热多为常见反应，出现高热、持续哭闹或过敏表现应就医,育儿,疫苗保健,98,89,93,safe,"['疫苗', '观察', '不良反应', '就医']",普通话
exp_p158,洗澡或靠近水域时大人必须全程看护，哪怕水深很浅也可能发生溺水风险,育儿,安全防护,97,88,90,safe,"['安全', '防误食', '防溺水', '急救']",普通话
exp_p159,1岁以内不建议添加盐和糖，避免形成重口味；蜂蜜也不建议给1岁以内婴儿食用以防肉毒风险,育儿,饮食健康,99,83,96,safe,"['喂养', '36月', '辅食', '营养']",川渝
exp_p160,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,97,87,90,safe,"['卫生', '洗手', '预防', '感染']",普通话
exp_p161,坚果、葡萄、香肠段等易噎食物要切碎或避免整颗给孩子吃，进食时保持坐姿并有人看护,育儿,饮食健康,95,90,98,safe,"['喂养', '24月', '辅食', '营养']",普通话
exp_p162,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,97,91,90,safe,"['卫生', '洗手', '预防', '感染']",普通话+动作
exp_p163,5个月左右添加辅食时先从含铁米粉/肉泥等富铁食物开始，每次只加一种新食物并观察2-3天再更换,育儿,饮食健康,92,85,97,safe,"['喂养', '5月', '辅食', '营养']",川渝
exp_p164,接种当天注意观察精神和进食，避免剧烈运动；若有既往严重过敏史需提前告知接种医生,育儿,疫苗保健,100,82,97,safe,"['疫苗', '观察', '不良反应', '就医']",普通话+动作
exp_p165,宝宝睡前固定流程（洗澡-抚触-讲故事-关灯）更容易建立睡眠联想，夜醒时先轻拍安抚再观察是否真的饥饿,育儿,睡眠问题,92,88,97,safe,"['睡眠', '8月', '作息', '安全']",川渝
exp_p166,腹泻期间避免含糖饮料和高脂食物，少量多次进食更利于肠道恢复,育儿,病护应对,99,84,93,safe,"['腹泻', '补液', '脱水', '就医']",普通话
exp_p167,2岁以内尽量避免屏幕时间，优先用亲子阅读、户外探索和游戏促进专注与社交发展,育儿,知识启蒙,91,87,89,safe,"['发育', '互动', '习惯', '0月']",普通话+动作
exp_p168,1岁以内不建议添加盐和糖，避免形成重口味；蜂蜜也不建议给1岁以内婴儿食用以防肉毒风险,育儿,饮食健康,93,83,91,safe,"['喂养', '3月', '辅食', '营养']",川渝
exp_p169,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,94,97,87,safe,"['卫生', '洗手', '预防', '感染']",川渝
exp_p170,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,96,79,95,safe,"['腹泻', '补液', '脱水', '就医']",川渝
exp_p171,儿童咳嗽首先关注呼吸情况，保持室内通风和适宜湿度，避免二手烟；若喘憋、呼吸急促或持续>2周应就医评估,育儿,病护应对,92,77,93,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话
exp_p172,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,100,83,91,safe,"['腹泻', '补液', '脱水', '就医']",川渝
exp_p173,退热药需按体重和说明书/医嘱使用，避免同时使用多种含同成分感冒药，以免重复用药,育儿,病护应对,100,89,96,safe,"['发热护理', '就医', '安全用药', '10月']",普通话
exp_p174,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,100,98,91,safe,"['卫生', '洗手', '预防', '感染']",普通话
exp_p175,孩子发热先用体温计测量，重点保证补液和休息；不建议酒精擦浴。若精神差、持续高热或伴抽搐、呼吸困难应及时就医,育儿,病护应对,96,92,89,safe,"['发热护理', '就医', '安全用药', '0月']",川渝
exp_p176,腹泻期间避免含糖饮料和高脂食物，少量多次进食更利于肠道恢复,育儿,病护应对,97,88,98,safe,"['腹泻', '补液', '脱水', '就医']",普通话
exp_p177,白天小睡不足或过度刺激都会让夜间更难入睡，适当减少睡前屏幕和剧烈活动,育儿,睡眠问题,97,96,90,safe,"['睡眠', '8月', '作息', '安全']",川渝
exp_p178,接种当天注意观察精神和进食，避免剧烈运动；若有既往严重过敏史需提前告知接种医生,育儿,疫苗保健,97,86,96,safe,"['疫苗', '观察', '不良反应', '就医']",普通话+动作
exp_p179,语言发展训练以高频互动为主：看见什么就描述什么、等孩子回应，再扩展一句话，效果比单纯背词更好,育儿,行为培养,92,93,88,safe,"['发育', '互动', '习惯', '5月']",普通话
exp_p180,鸡蛋、花生等过敏高风险食物可在可安全进食固体后少量引入并观察，但要避免整颗坚果等噎食风险,育儿,饮食健康,97,85,90,safe,"['过敏', '辅食', '观察', '就医']",普通话
exp_p181,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,96,78,90,safe,"['腹泻', '补液', '脱水', '就医']",普通话
exp_p182,添加辅食时若出现明显皮疹、呕吐、喘鸣等疑似过敏反应应停止该食物并就医评估，后续在医生指导下再尝试,育儿,饮食健康,99,77,86,safe,"['过敏', '辅食', '观察', '就医']",普通话+动作
exp_p183,2岁以下不建议自行使用止咳镇静类复方感冒药；必要用药应遵医嘱,育儿,病护应对,93,78,87,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话
exp_p184,婴儿安全睡眠建议仰卧、硬床垫、床内不放枕头被褥和毛绒玩具，可降低窒息风险,育儿,睡眠问题,94,90,98,safe,"['睡眠', '3月', '作息', '安全']",普通话
exp_p185,添加辅食时若出现明显皮疹、呕吐、喘鸣等疑似过敏反应应停止该食物并就医评估，后续在医生指导下再尝试,育儿,饮食健康,98,88,92,safe,"['过敏', '辅食', '观察', '就医']",普通话+动作
exp_p186,腹泻期间避免含糖饮料和高脂食物，少量多次进食更利于肠道恢复,育儿,病护应对,96,88,95,safe,"['腹泻', '补液', '脱水', '就医']",普通话+动作
exp_p187,48个月左右添加辅食时先从含铁米粉/肉泥等富铁食物开始，每次只加一种新食物并观察2-3天再更换,育儿,饮食健康,96,87,89,safe,"['喂养', '48月', '辅食', '营养']",川渝
exp_p188,添加辅食时若出现明显皮疹、呕吐、喘鸣等疑似过敏反应应停止该食物并就医评估，后续在医生指导下再尝试,育儿,饮食健康,97,87,96,safe,"['过敏', '辅食', '观察', '就医']",普通话
exp_p189,宝宝睡前固定流程（洗澡-抚触-讲故事-关灯）更容易建立睡眠联想，夜醒时先轻拍安抚再观察是否真的饥饿,育儿,睡眠问题,95,86,97,safe,"['睡眠', '2月', '作息', '安全']",川渝
exp_p190,接种当天注意观察精神和进食，避免剧烈运动；若有既往严重过敏史需提前告知接种医生,育儿,疫苗保健,93,81,89,safe,"['疫苗', '观察', '不良反应', '就医']",川渝
exp_p191,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,92,90,87,safe,"['卫生', '洗手', '预防', '感染']",普通话+动作
exp_p192,宝宝睡前固定流程（洗澡-抚触-讲故事-关灯）更容易建立睡眠联想，夜醒时先轻拍安抚再观察是否真的饥饿,育儿,睡眠问题,97,91,89,safe,"['睡眠', '60月', '作息', '安全']",川渝
exp_p193,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,98,80,89,safe,"['腹泻', '补液', '脱水', '就医']",普通话+动作
exp_p194,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,97,82,98,safe,"['腹泻', '补液', '脱水', '就医']",普通话
exp_p195,2岁以内尽量避免屏幕时间，优先用亲子阅读、户外探索和游戏促进专注与社交发展,育儿,行为培养,91,86,88,safe,"['发育', '互动', '习惯', '8月']",普通话+动作
exp_p196,婴儿安全睡眠建议仰卧、硬床垫、床内不放枕头被褥和毛绒玩具，可降低窒息风险,育儿,睡眠问题,94,96,88,safe,"['睡眠', '2月', '作息', '安全']",普通话
exp_p197,鸡蛋、花生等过敏高风险食物可在可安全进食固体后少量引入并观察，但要避免整颗坚果等噎食风险,育儿,饮食健康,98,80,92,safe,"['过敏', '辅食', '观察', '就医']",川渝
exp_p198,婴儿安全睡眠建议仰卧、硬床垫、床内不放枕头被褥和毛绒玩具，可降低窒息风险,育儿,睡眠问题,96,87,96,safe,"['睡眠', '5月', '作息', '安全']",普通话
exp_p199,2岁以下不建议自行使用止咳镇静类复方感冒药；必要用药应遵医嘱,育儿,病护应对,100,82,93,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话
exp_p200,2岁以下不建议自行使用止咳镇静类复方感冒药；必要用药应遵医嘱,育儿,病护应对,93,78,93,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话
exp_p201,白天小睡不足或过度刺激都会让夜间更难入睡，适当减少睡前屏幕和剧烈活动,育儿,睡眠问题,99,95,96,safe,"['睡眠', '8月', '作息', '安全']",普通话+动作
exp_p202,家中药品、清洁剂应放在上锁高处，避免误食；一旦误食或可疑接触应立即联系中毒咨询/就医,育儿,安全防护,96,80,96,safe,"['安全', '防误食', '防溺水', '急救']",普通话
exp_p203,乘车必须使用符合身高体重的儿童安全座椅，且后向安装更能保护颈部，安全性明显高于抱着,育儿,安全防护,100,86,92,safe,"['安全', '防误食', '防溺水', '急救']",普通话
exp_p204,鸡蛋、花生等过敏高风险食物可在可安全进食固体后少量引入并观察，但要避免整颗坚果等噎食风险,育儿,饮食健康,95,82,92,safe,"['过敏', '辅食', '观察', '就医']",普通话+动作
exp_p205,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,94,93,93,safe,"['卫生', '洗手', '预防', '感染']",普通话+动作
exp_p206,添加辅食时若出现明显皮疹、呕吐、喘鸣等疑似过敏反应应停止该食物并就医评估，后续在医生指导下再尝试,育儿,饮食健康,97,88,94,safe,"['过敏', '辅食', '观察', '就医']",普通话+动作
exp_p207,24个月左右添加辅食时先从含铁米粉/肉泥等富铁食物开始，每次只加一种新食物并观察2-3天再更换,育儿,饮食健康,92,90,92,safe,"['喂养', '24月', '辅食', '营养']",普通话+动作
exp_p208,语言发展训练以高频互动为主：看见什么就描述什么、等孩子回应，再扩展一句话，效果比单纯背词更好,育儿,知识启蒙,92,93,91,safe,"['发育', '互动', '习惯', '6月']",普通话
exp_p209,腹泻期间避免含糖饮料和高脂食物，少量多次进食更利于肠道恢复,育儿,病护应对,93,79,93,safe,"['腹泻', '补液', '脱水', '就医']",普通话
